"",customerid,churn_probability
5154,3134-DSHVC,0.067015
5155,7821-DPRQE,0.260323
5156,2001-EWBQU,0.184959
5157,1608-GMEWB,0.507583
5158,6695-AMZUF,0.008428
5159,8410-BGQXN,0.165313
5160,1619-YWUBB,0.004867
5161,7611-YKYTC,0.213420
5162,0365-GXEZS,0.437851
5163,0082-OQIQY,0.461078
5164,3606-SBKRY,0.208847
5165,0667-NSRGI,0.121641
5166,6893-ODYYE,0.081864
5167,8242-JSVBO,0.350945
5168,9541-ZPSEA,0.002987
5169,2665-NPTGL,0.613381
5170,1139-WUOAH,0.036577
5171,4693-VWVBO,0.256560
5172,6937-GCDGQ,0.034617
5173,0988-JRWWP,0.573979
5174,5075-JSDKI,0.005454
5175,8644-XYTSV,0.151943
5176,3873-WOSBC,0.004127
5177,7465-ZZRVX,0.705108
5178,7975-JMZNT,0.013809
5179,7251-XFOIL,0.271051
5180,4116-IQRFR,0.028292
5181,8259-DZLIZ,0.005146
5182,0442-ZXKVS,0.307594
5183,7853-WNZSY,0.267117
5184,3120-FAZKD,0.003996
5185,8606-OEGQZ,0.006509
5186,0225-ZORZP,0.649500
5187,9489-JMTTN,0.004451
5188,0575-CUQOV,0.251309
5189,0967-BMLBD,0.030229
5190,2830-LEWOA,0.012870
5191,5006-MXVRN,0.006695
5192,8327-WKMIE,0.019522
5193,6917-FIJHC,0.004828
5194,5329-KRDTM,0.032654
5195,7797-EJMDP,0.172647
5196,3530-VWVGU,0.041134
5197,6368-NWMCE,0.094577
5198,3633-CDBUW,0.165534
5199,0707-HOVVN,0.038062
5200,3956-MGXOG,0.484254
5201,9274-UARKJ,0.624169
5202,4077-HWUYD,0.006114
5203,0103-CSITQ,0.300894
5204,8671-KKKOS,0.161609
5205,7305-ZWMAJ,0.025544
5206,9518-XXBXE,0.433216
5207,6578-KRMAW,0.315108
5208,4860-IJUDE,0.364794
5209,9688-YGXVR,0.355220
5210,0423-UDIJQ,0.324595
5211,1945-XISKS,0.003952
5212,5360-LJCNJ,0.165948
5213,2607-FBDFF,0.320665
5214,1100-DDVRV,0.410970
5215,6728-WYQBC,0.244055
5216,9029-FEGVJ,0.388562
5217,7216-KAOID,0.014550
5218,6145-NNPNO,0.487201
5219,5339-TJFEK,0.297261
5220,2074-GUHPQ,0.334032
5221,4625-XMOYM,0.003197
5222,5827-MWCZK,0.292947
5223,1385-TQOZW,0.168397
5224,5914-XRFQB,0.064751
5225,4329-YPDDQ,0.250545
5226,4804-NCPET,0.007109
5227,5944-UGLLK,0.092822
5228,7787-BNTZM,0.160790
5229,2252-ISRNH,0.139770
5230,9415-TPKRV,0.214542
5231,5322-TEUJK,0.007886
5232,1866-DIOQZ,0.051948
5233,8375-KVTHK,0.187225
5234,2697-NQBPF,0.510074
5235,3709-OIJEA,0.233323
5236,1386-ZIKUV,0.190407
5237,0599-XNYDO,0.496561
5238,6377-WHAOX,0.503370
5239,6855-VLGOS,0.002904
5240,8999-XXGNS,0.197510
5241,8746-OQQRW,0.179205
5242,3181-MIZBN,0.050677
5243,0471-ARVMX,0.320951
5244,7766-CLTIC,0.376428
5245,5650-YLIBA,0.499594
5246,0825-CPPQH,0.003491
5247,9084-OAYKL,0.004309
5248,6122-LJADA,0.005537
5249,2400-XIWIO,0.014073
5250,7524-VRLPL,0.017853
5251,7569-NMZYQ,0.014279
5252,5201-USSQZ,0.377884
5253,2105-PHWON,0.482724
5254,1494-EJZDW,0.010200
5255,4884-TVUQF,0.075517
5256,8003-EWNDZ,0.203731
5257,1897-RCFUM,0.017269
5258,9256-JTBNZ,0.097798
5259,2211-RMNHO,0.003153
5260,2432-TFSMK,0.293584
5261,4929-ROART,0.191054
5262,1834-ABKHQ,0.008033
5263,1741-WTPON,0.011016
5264,3932-IJWDZ,0.466416
5265,1240-HCBOH,0.004939
5266,3594-KADLU,0.380621
5267,8065-BVEPF,0.371225
5268,3796-ENZGF,0.034468
5269,1734-ZMNTZ,0.011340
5270,2853-CWQFQ,0.175293
5271,0813-TAXXS,0.059207
5272,2519-TWKFS,0.022687
5273,0626-QXNGV,0.004468
5274,6723-CEGQI,0.001449
5275,4732-RRJZC,0.103094
5276,9499-XPZXM,0.006564
5277,4338-EYCER,0.267669
5278,3007-FDPEA,0.286822
5279,6350-XFYGW,0.752626
5280,8513-OLYGY,0.040354
5281,0311-QYWSS,0.305503
5282,8705-DWKTI,0.339140
5283,8755-IWJHN,0.421837
5284,4480-QQRHC,0.682162
5285,0929-PECLO,0.421944
5286,3680-CTHUH,0.240571
5287,1202-KKGFU,0.160581
5288,6112-KTHFQ,0.119322
5289,1852-XEMDW,0.175785
5290,1820-DJFPH,0.003143
5291,9426-SXNHE,0.242218
5292,9068-FHQHD,0.004113
5293,1269-FOYWN,0.014211
5294,9470-YFUYI,0.051916
5295,7402-EYFXX,0.602453
5296,9895-VFOXH,0.552659
5297,1230-QAJDW,0.417789
5298,5701-ZIKJE,0.331224
5299,5032-MIYKT,0.678552
5300,7396-VJUZB,0.202292
5301,9717-QEBGU,0.701282
5302,5172-RKOCB,0.049002
5303,6509-TSGWN,0.035734
5304,3178-CIFOT,0.037109
5305,4530-NDRKU,0.016638
5306,5985-TBABQ,0.084003
5307,9800-ONTFE,0.384324
5308,6743-HHQPF,0.220974
5309,8455-HIRAQ,0.287141
5310,6616-AALSR,0.014361
5311,9415-ZNBSX,0.006455
5312,4018-KJYUY,0.036716
5313,3884-UEBXB,0.003811
5314,8780-RSYYU,0.072593
5315,5537-UXXVS,0.083853
5316,1791-PQHBB,0.257755
5317,8701-DGLVH,0.005092
5318,8741-LQOBK,0.068337
5319,8082-GHXOP,0.171993
5320,0980-FEXWF,0.014535
5321,3011-WQKSZ,0.052080
5322,8218-FFJDS,0.015201
5323,1986-PHGZF,0.224599
5324,9360-OMDZZ,0.588590
5325,0345-XMMUG,0.206981
5326,8024-XNAFQ,0.052492
5327,2988-GBIVW,0.322202
5328,2832-SCUCO,0.262076
5329,7036-ZZKBD,0.153838
5330,0265-PSUAE,0.328597
5331,0463-TXOAK,0.003214
5332,0594-UFTUL,0.059981
5333,9509-MPYOD,0.021982
5334,9128-CPXKI,0.157137
5335,0129-KPTWJ,0.376037
5336,5855-EIBDE,0.156033
5337,5365-LLFYV,0.535240
5338,5956-YHHRX,0.617053
5339,6008-NAIXK,0.140446
5340,1928-BXYIV,0.367583
5341,5760-FXFVO,0.438344
5342,0961-ZWLVI,0.024548
5343,5181-OABFK,0.004969
5344,4007-NHVHI,0.328574
5345,7816-VGHTO,0.051893
5346,5871-DGTXZ,0.023275
5347,7550-WIQVA,0.046724
5348,7544-ZVIKX,0.035384
5349,0016-QLJIS,0.007064
5350,7508-DQAKK,0.013252
5351,5176-OLSKT,0.009399
5352,9356-AXGMP,0.353413
5353,3556-BVQGL,0.055535
5354,8979-CAMGB,0.190181
5355,7581-EBBOU,0.084950
5356,5073-RZGBK,0.048272
5357,2192-CKRLV,0.015836
5358,3154-HMWUU,0.005906
5359,6119-SPUDB,0.021402
5360,6522-OIQSX,0.004320
5361,7813-ZGGAW,0.500687
5362,8748-HFWBO,0.019400
5363,1052-QJIBV,0.002803
5364,1319-YLZJG,0.444764
5365,0723-FDLAY,0.124076
5366,3050-RLLXC,0.004736
5367,9298-WGMRW,0.064313
5368,3088-LHEFH,0.432137
5369,6583-KQJLK,0.585843
5370,8544-JNBOX,0.003890
5371,6681-ZSEXG,0.035473
5372,6139-ZZRBQ,0.005107
5373,6116-RFVHN,0.592927
5374,8884-FEEWR,0.022366
5375,3125-RAHBV,0.028378
5376,0373-AIVNJ,0.100161
5377,1682-VCOIO,0.030349
5378,2072-ZVJJX,0.004369
5379,8849-AYPTR,0.454213
5380,9518-IMLHK,0.124385
5381,3646-ITDGM,0.004581
5382,3569-VLDHH,0.043528
5383,8224-KDLKN,0.002922
5384,7594-LZNWR,0.335951
5385,4001-TSBTV,0.061330
5386,8727-XDPUD,0.048767
5387,1043-UXOVO,0.045710
5388,1064-FBXNK,0.015829
5389,3996-ZNWYK,0.002851
5390,2878-DHMIN,0.016188
5391,7762-ONLJY,0.026963
5392,5795-BKOYE,0.001879
5393,7402-PWYJJ,0.232321
5394,0018-NYROU,0.717848
5395,7501-VTYLJ,0.188259
5396,7608-RGIRO,0.003260
5397,0480-BIXDE,0.569319
5398,5895-QSXOD,0.580584
5399,9814-AOUDH,0.004450
5400,6175-IRFIT,0.625443
5401,8760-ZRHKE,0.043183
5402,1622-HSHSF,0.287566
5403,6749-UTDVX,0.160377
5404,5542-DHSXL,0.243907
5405,9102-OXKFY,0.032122
5406,5216-WASFJ,0.598399
5407,7808-DVWEP,0.256290
5408,2284-VFLKH,0.207026
5409,0366-NQSHS,0.235905
5410,3807-BPOMJ,0.159428
5411,3892-NXAZG,0.009898
5412,4948-WBBKL,0.482219
5413,4182-BGSIQ,0.115096
5414,0988-AADSA,0.004247
5415,9972-NKTFD,0.099347
5416,3717-LNXKW,0.388138
5417,5734-EJKXG,0.274848
5418,2207-RYYRL,0.003554
5419,6729-FZWSY,0.014848
5420,9695-IDRZR,0.019103
5421,8144-DGHXP,0.024917
5422,7814-LEEVE,0.321008
5423,8631-WUXGY,0.079732
5424,5906-DVAPM,0.044232
5425,6654-QGBZZ,0.242289
5426,8348-JLBUG,0.074131
5427,5641-DMBFJ,0.041332
5428,9200-NLNPD,0.115799
5429,2664-XJZNO,0.007499
5430,3339-EAQNV,0.091592
5431,0921-OHLVP,0.426754
5432,8350-NYMVI,0.096774
5433,1600-DILPE,0.325003
5434,0536-ESJEP,0.024970
5435,4654-GGUII,0.083350
5436,6478-HRRCZ,0.067266
5437,8510-BBWMU,0.023501
5438,6857-TKDJV,0.003027
5439,2360-RDGRO,0.427896
5440,0584-BJQGZ,0.156404
5441,1360-XFJMR,0.261893
5442,5730-RIITO,0.157091
5443,9058-MJLZC,0.502983
5444,0902-XKXPN,0.002886
5445,5177-RVZNU,0.014561
5446,0056-EPFBG,0.026203
5447,8993-IZEUX,0.595177
5448,8190-ZTQFB,0.169671
5449,0931-MHTEM,0.106298
5450,7515-LODFU,0.003547
5451,0440-UEDAI,0.163828
5452,1337-BOZWO,0.054578
5453,0868-VJRDR,0.153092
5454,6344-SFJVH,0.258464
5455,3950-VPYJB,0.041138
5456,8041-TMEID,0.167759
5457,7321-ZNSLA,0.015055
5458,6941-KXRRV,0.123300
5459,8727-JQFHV,0.003140
5460,9475-NNDGC,0.110292
5461,1355-KUSBG,0.226668
5462,3688-FTHLT,0.360978
5463,0899-LIIBW,0.449563
5464,1384-RCUXW,0.523297
5465,5825-XJOCM,0.045462
5466,6848-YLDFR,0.006318
5467,8125-QPFJD,0.027066
5468,2320-YKQBO,0.155434
5469,4973-RLZVI,0.059629
5470,7869-ZYDST,0.274504
5471,4501-UYKBC,0.115398
5472,1215-EXRMO,0.006046
5473,2305-MRGLV,0.360868
5474,8404-VIOMB,0.014106
5475,2359-KLTEK,0.101373
5476,5304-EFJLP,0.090843
5477,2673-ZALNP,0.054918
5478,9184-GALIL,0.034028
5479,4393-RYCRE,0.291895
5480,9746-MDMBK,0.032838
5481,3162-ZJZFU,0.047753
5482,8404-GFGCZ,0.562778
5483,8875-AKBYH,0.598434
5484,0533-UCAAU,0.111614
5485,1394-SUIUH,0.267378
5486,3521-MNKLV,0.261679
5487,2533-TIBIX,0.136190
5488,5092-STPKP,0.141895
5489,0114-PEGZZ,0.416718
5490,3359-DSRKA,0.003467
5491,8639-NHQEI,0.009060
5492,7161-DFHUF,0.004011
5493,3720-DBRWL,0.019502
5494,8565-WUXZU,0.015545
5495,4994-OBRSZ,0.010250
5496,0562-FGDCR,0.003821
5497,2436-QBZFP,0.145944
5498,3420-YJLQT,0.655298
5499,6040-CGACY,0.082881
5500,6582-PLFUU,0.003251
5501,8242-PDSGJ,0.017329
5502,0264-CNITK,0.002859
5503,0089-IIQKO,0.335917
5504,7839-NUIAA,0.105059
5505,6075-QMNRR,0.089779
5506,5966-EMAZU,0.256702
5507,0440-EKDCF,0.033209
5508,4774-HHGGS,0.012767
5509,2055-BFOCC,0.066766
5510,8180-AKMJV,0.518498
5511,4298-OYIFC,0.616152
5512,5566-SOEZD,0.027597
5513,9842-EFSYY,0.213665
5514,2272-WUSPA,0.081670
5515,4584-LBNMK,0.021906
5516,3898-GUYTS,0.207392
5517,0930-EHUZA,0.068722
5518,9975-SKRNR,0.240131
5519,3703-KBKZP,0.573303
5520,4973-MGTON,0.011505
5521,3682-YEUWS,0.072463
5522,1223-UNPKS,0.006859
5523,3446-QDSZF,0.456580
5524,5117-IFGPS,0.599000
5525,7379-FNIUJ,0.505411
5526,1627-AFWVJ,0.011007
5527,4486-EFAEB,0.138305
5528,0060-FUALY,0.388907
5529,6954-OOYZZ,0.317774
5530,7088-FBAWU,0.135705
5531,8313-AFGBW,0.056613
5532,3097-IDVPU,0.170785
5533,2197-OMWGI,0.008627
5534,2303-PJYHN,0.264546
5535,9795-VOWON,0.195271
5536,1237-WIYYZ,0.100852
5537,1987-AUELQ,0.003860
5538,7852-LECYP,0.404853
5539,4822-LPTYJ,0.156381
5540,8165-CBKXO,0.004940
5541,6527-PZFPV,0.019640
5542,9593-CVZKR,0.003869
5543,8595-SIZNC,0.051264
5544,5236-XMZJY,0.090153
5545,4827-DPADN,0.016014
5546,2694-CIUMO,0.595595
5547,5846-ABOBJ,0.004070
5548,1439-LCGVL,0.031980
5549,0909-SDHNU,0.156002
5550,4647-XXZAM,0.199148
5551,7740-KKCXF,0.187980
5552,5360-XGYAZ,0.005510
5553,3557-HTYWR,0.013208
5554,8920-NAVAY,0.291743
5555,1699-TLDLZ,0.008013
5556,5600-PDUJF,0.347929
5557,0567-XRHCU,0.014748
5558,2067-QYTCF,0.457535
5559,7407-SUJIZ,0.061030
5560,9150-KPBJQ,0.026969
5561,0052-DCKON,0.236507
5562,3654-ARMGP,0.036224
5563,9699-UBQFS,0.475277
5564,9367-TCUYN,0.138283
5565,1261-FWTTE,0.370780
5566,3528-HFRIQ,0.201302
5567,0708-SJDIS,0.109736
5568,2073-QBVBI,0.098191
5569,6928-ONTRW,0.002789
5570,3320-VEOYC,0.638050
5571,5231-FIQPA,0.009690
5572,6617-WLBQC,0.026853
5573,2599-CIPQE,0.004652
5574,8774-GSBUN,0.003943
5575,7326-RIGQZ,0.429031
5576,1401-FTHFQ,0.020042
5577,0254-FNMCI,0.122465
5578,1848-LBZHY,0.262413
5579,8118-TJAFG,0.528496
5580,5429-LWCMV,0.695293
5581,7298-IZWLY,0.287574
5582,9758-MFWGD,0.008185
5583,3955-JBZZM,0.444594
5584,4815-TUMEQ,0.068271
5585,9909-IDLEK,0.239366
5586,4092-OFQZS,0.039199
5587,1561-BWHIN,0.019370
5588,9927-DSWDF,0.371839
5589,9500-LTVBP,0.274011
5590,7252-NTGSS,0.481354
5591,8149-AIQCG,0.407945
5592,1360-JYXKQ,0.260354
5593,0899-WZRSD,0.164771
5594,3255-GRXMG,0.172911
5595,4828-FAZPK,0.374351
5596,6094-ZIVKX,0.046510
5597,6925-BAYGL,0.006542
5598,3262-EIDHV,0.014097
5599,7354-OIJLX,0.694668
5600,1376-HHBDV,0.175706
5601,6133-OZILE,0.398907
5602,4135-FRWKJ,0.046136
5603,6551-ZCOTS,0.039706
5604,7191-ADRGF,0.062032
5605,5018-LXQQG,0.075552
5606,6892-BOGQE,0.004497
5607,1746-TGTWV,0.629377
5608,5995-SNNEW,0.626974
5609,8050-WYBND,0.249681
5610,2821-WARNZ,0.013217
5611,4879-GZLFH,0.116311
5612,8314-HTWVE,0.011497
5613,9402-ROUMJ,0.016823
5614,2507-QZPQS,0.410924
5615,7159-NOKYQ,0.179484
5616,5707-ZMDJP,0.005582
5617,8779-YIQQA,0.018572
5618,7136-IHZJA,0.115879
5619,8966-OIQHG,0.018871
5620,7074-STDCN,0.162983
5621,8739-QOTTN,0.259649
5622,1399-OUPJN,0.003215
5623,0277-BKSQP,0.255713
5624,5774-XZTQC,0.103847
5625,2676-SSLTO,0.046149
5626,6266-QHOJZ,0.086783
5627,7269-JISCY,0.082441
5628,0363-SVHYR,0.004759
5629,8547-NSBBO,0.174934
5630,6591-QGOYB,0.249812
5631,9070-BCKQP,0.055038
5632,6421-SZVEM,0.046205
5633,1328-EUZHC,0.022245
5634,8878-RYUKI,0.211981
5635,9633-DENPU,0.210429
5636,7811-JIVPF,0.212967
5637,7113-HIPFI,0.003458
5638,8541-QVFKM,0.700964
5639,9258-CNWAC,0.006456
5640,5371-VYLSX,0.308938
5641,6374-AFWOX,0.011211
5642,5317-FLPJF,0.025766
5643,7621-VPNET,0.422630
5644,6034-YMTOB,0.626200
5645,4903-CNOZC,0.117642
5646,4353-HYOJD,0.157441
5647,7267-FRMJW,0.005910
5648,4188-FRABG,0.264593
5649,4128-ETESU,0.431497
5650,0620-DLSLK,0.645637
5651,3850-OKINF,0.044418
5652,1156-ZFYDO,0.266725
5653,3295-YVUSR,0.714530
5654,8016-NCFVO,0.232403
5655,4119-ZYPZY,0.157990
5656,5549-ZGHFB,0.003656
5657,7577-SWIFR,0.829689
5658,0303-WMMRN,0.200248
5659,6408-OTUBZ,0.222068
5660,5204-HMGYF,0.048453
5661,1078-TDCRN,0.664874
5662,3727-OVPRY,0.040175
5663,3797-FKOGQ,0.372802
5664,7622-NXQZR,0.146621
5665,6196-HBOBZ,0.100709
5666,3970-XGJDU,0.004412
5667,7017-VFULY,0.264249
5668,5562-YJQGT,0.224328
5669,8807-OPMBM,0.003729
5670,5439-WIKXB,0.500359
5671,8294-UIMBA,0.243225
5672,8109-YUOHE,0.051990
5673,5840-NVDCG,0.011604
5674,8092-NLTGF,0.003684
5675,5928-QLDHB,0.693229
5676,9840-EFJQB,0.638414
5677,0696-UKTOX,0.155830
5678,4801-KFYKL,0.097106
5679,3472-OAOOR,0.154402
5680,6135-OZQVA,0.323355
5681,2252-JHJGE,0.247607
5682,4188-PCPIG,0.011937
5683,7105-BENQF,0.028429
5684,7721-DVEKZ,0.242300
5685,3566-VVORZ,0.298017
5686,9507-HSMMZ,0.004746
5687,2480-SQIOB,0.220777
5688,7813-TKCVO,0.039690
5689,0128-MKWSG,0.121557
5690,4350-ZTLPI,0.307494
5691,0361-HJRDX,0.008372
5692,5727-MYATE,0.005336
5693,3823-KYNQY,0.044590
5694,7570-WELNY,0.075603
5695,3021-VLNRJ,0.043259
5696,2080-CAZNM,0.551420
5697,1028-FFNJK,0.588433
5698,6907-FLBER,0.516720
5699,3001-UNBTL,0.464349
5700,5982-PSMKW,0.016704
5701,3507-GASNP,0.002950
5702,7096-ZNBZI,0.003799
5703,1676-MQAOA,0.007948
5704,0786-IVLAW,0.264768
5705,7566-DSRLQ,0.092282
5706,7245-JMTTQ,0.316111
5707,6050-IJRHS,0.040278
5708,6202-JVYEU,0.085131
5709,8591-TKMZH,0.014454
5710,0734-OXWBT,0.146630
5711,4282-ACRXS,0.302310
5712,0365-TRTPY,0.274290
5713,7349-ALMUX,0.012166
5714,6502-KUGLL,0.081243
5715,1841-YSJGV,0.048744
5716,3511-BFTJW,0.003378
5717,7668-XCFYV,0.655900
5718,5018-HEKFO,0.148996
5720,3976-NLDEZ,0.240059
5721,2282-YGNOR,0.058191
5722,5336-UFNZP,0.058596
5723,6854-EXGSF,0.240030
5724,1241-EZFMJ,0.005161
5725,9233-PSYHO,0.286135
5726,5376-PCKNB,0.023390
5727,8044-BGWPI,0.072082
5728,4060-LDNLU,0.689081
5729,3589-PPVKW,0.331116
5730,5887-IKKYO,0.011468
5731,1755-RMCXH,0.173461
5732,3858-XHYJO,0.295363
5733,4299-SIMNS,0.465363
5734,7025-IWFHT,0.203528
5735,6261-LHRTG,0.232688
5736,7841-FCRQD,0.109679
5737,2056-EVGZL,0.011182
5738,8777-MBMTS,0.177165
5739,7753-USQYQ,0.097079
5740,7661-CPURM,0.246765
5741,6233-HXJMX,0.446610
5742,5902-WBLSE,0.002966
5743,3239-TPHPZ,0.056958
5744,5115-GZDEL,0.003705
5745,3338-CVVEH,0.486544
5746,2615-YVMYX,0.429900
5747,2851-STERV,0.157340
5748,4393-GEADV,0.006003
5749,8486-AYEQH,0.502967
5750,5419-JKZNQ,0.389335
5751,2495-KZNFB,0.399574
5752,1409-PHXTF,0.253531
5753,4560-WQAQW,0.050883
5754,9591-YVTEB,0.162130
5755,9309-BZGNT,0.087191
5756,4274-DRSQT,0.169455
5757,2027-DNKIV,0.047332
5758,8075-GXIUB,0.061313
5759,2885-HIJDH,0.015142
5760,5424-RLQLC,0.329126
5761,6507-DTJZV,0.133284
5762,7673-BQGKU,0.002890
5763,6723-WSNTY,0.279399
5764,2725-IWWBA,0.042463
5765,1061-PNTHC,0.171298
5766,0394-YONDK,0.002894
5767,6574-MCOEH,0.034713
5768,7399-QHBJS,0.003344
5769,0997-YTLNY,0.156205
5770,9479-HYNYL,0.037054
5771,9708-KFDBY,0.226466
5772,3642-GKTCT,0.247719
5773,0774-RMNUW,0.004213
5774,1334-PDUKM,0.138427
5775,0756-MPZRL,0.086494
5776,2242-MFOTG,0.114943
5777,2927-CVULT,0.015162
5778,2144-BFDSO,0.413173
5779,8745-PVESG,0.051038
5780,7647-GYYKX,0.003744
5781,5647-FXOTP,0.530860
5782,9700-ISPUP,0.178789
5783,9839-ETQOE,0.120024
5784,6078-VESFR,0.623348
5785,9027-TMATR,0.049510
5786,1941-HOSAM,0.700061
5787,9110-HSGTV,0.020221
5788,0704-VCUMB,0.004211
5789,6171-ZTVYB,0.094873
5790,1935-IMVBB,0.336999
5791,2535-PBCGC,0.010718
5792,1470-PSXNM,0.045325
5793,2498-XLDZR,0.007461
5794,9866-OCCKE,0.075591
5795,5338-YHWYT,0.004430
5796,7718-UPSKJ,0.221892
5797,8731-WBBMB,0.157885
5798,1448-CYWKC,0.036776
5799,7901-IIDQV,0.114514
5800,2690-DVRVK,0.032084
5801,1270-XKUCC,0.005125
5802,0334-ZFJSR,0.053802
5803,5583-EJXRD,0.008210
5804,4565-EVZMJ,0.054182
5805,3327-YBAKM,0.105549
5806,9441-QHEVC,0.240122
5807,6705-LNMDD,0.121686
5808,2580-ASVVY,0.039148
5809,3370-GQEAL,0.262057
5810,5032-USPKF,0.078500
5811,4254-QPEDE,0.015773
5812,6283-GITPX,0.003764
5813,0771-CHWSK,0.011817
5814,9788-HNGUT,0.057693
5815,9495-REDIY,0.031180
5816,5375-XLDOF,0.012085
5817,1172-VIYBP,0.006016
5818,6559-PDZLR,0.483108
5819,8992-OBVDG,0.258285
5820,4273-MBHYA,0.671801
5821,4724-WXVWF,0.188116
5822,5701-GUXDC,0.064314
5823,1460-UZPRJ,0.004580
5824,6082-GLJIX,0.073907
5825,2495-TTHBQ,0.032816
5826,0485-ZBSLN,0.002997
5827,3810-PJUHR,0.002945
5828,0847-HGRML,0.002930
5829,8232-CTLKO,0.015487
5830,9227-YBAXE,0.006224
5831,9860-LISIZ,0.049127
5832,0112-QAWRZ,0.424621
5833,2786-GCDPI,0.506651
5834,4043-MKDTV,0.145028
5835,9229-RQABD,0.040500
5836,8313-KTIHG,0.423825
5837,5320-BRKGK,0.014833
5838,6284-KMNUF,0.169707
5839,6229-UOLQL,0.044521
5840,3137-LUPIX,0.415338
5841,6143-JQKEA,0.306554
5842,8676-OOQEJ,0.420738
5843,9701-CDXHR,0.305326
5844,8124-NZVGJ,0.325403
5845,2162-FRZAA,0.001684
5846,5118-MUEYH,0.445840
5847,5627-TVBPP,0.015479
5848,3936-QQFLL,0.235695
5849,2589-AYCRP,0.016792
5850,4067-HLYQI,0.401777
5851,5124-EOGYE,0.010045
5852,5057-RKGLH,0.010598
5853,0292-WEGCH,0.121179
5854,8910-ICHIU,0.112137
5855,4097-YODCF,0.049698
5856,9715-WZCLW,0.015872
5857,9786-YWNHU,0.003637
5858,6407-GSJNL,0.006082
5859,4049-ZPALD,0.101713
5860,3733-UOCWF,0.176494
5861,6833-JMZYP,0.509507
5862,1310-QRITU,0.344390
5863,8961-QDZZJ,0.040102
5864,9715-SBVSU,0.021958
5865,8490-BXHEO,0.520484
5866,7173-TETGO,0.019040
5867,7929-SKFGK,0.042698
5868,2300-RQGOI,0.007759
5869,3563-SVYLG,0.003295
5870,6435-VWCCY,0.085654
5871,4998-IKFSE,0.434404
5872,8630-QSGXK,0.060644
5873,2455-USLMV,0.324954
5874,9488-FVZCC,0.005137
5875,5995-WWKKG,0.030222
5876,7879-CGSFV,0.115761
5877,9921-EZKBY,0.241485
5878,7432-FFVAR,0.020759
5879,7246-ZGQDF,0.233772
5880,4456-RHSNB,0.197434
5881,2481-SBOYW,0.003220
5882,7109-MFBYV,0.233151
5883,1833-TCXKK,0.523910
5884,1832-PEUTS,0.013418
5885,8660-BUETV,0.470991
5886,0580-PIQHM,0.037877
5887,5696-CEIQJ,0.008211
5888,1696-HXOWK,0.034104
5889,3026-ATZYV,0.048815
5890,4012-YCFAI,0.009971
5891,9970-QBCDA,0.147685
5892,9496-IVVRP,0.097653
5893,2657-VPXTA,0.578078
5894,6551-VLJMV,0.009383
5895,1221-GHZEP,0.019807
5896,9289-LBQVU,0.094249
5897,3458-IDMFK,0.018992
5898,6933-FHBZC,0.136071
5899,0221-NAUXK,0.027619
5900,9770-KXGQU,0.095128
5901,6538-POCHL,0.366002
5902,6726-NNFWD,0.027791
5903,3002-WQZWT,0.508871
5904,4277-UDIEF,0.089701
5905,1208-NBVFH,0.205087
5906,4912-PIGUY,0.830843
5907,2725-TTRIQ,0.015945
5908,3374-TTZTK,0.187677
5909,8990-ZXLSU,0.618071
5910,2275-RBYQS,0.540502
5911,4419-UJMUS,0.019160
5912,7794-JASDG,0.386895
5913,7609-YBPXG,0.025758
5914,5519-TEEUH,0.016519
5915,7856-GANIL,0.244987
5916,0804-XBFBV,0.165281
5917,2676-OXPPQ,0.220384
5918,3703-TTEPD,0.145924
5919,2799-TSLAG,0.003457
5920,2208-NKVVH,0.004138
5921,7139-JZFVG,0.004161
5922,4987-GQWPO,0.269774
5923,1757-TCATG,0.015491
5924,4776-XSKYQ,0.054134
5925,8048-DSDFQ,0.240076
5926,5753-QQWPW,0.080239
5927,6010-DDPPW,0.004277
5928,6693-FRIRW,0.418385
5929,6586-MYGKD,0.022343
5930,3173-NVMPX,0.226438
5931,0248-PGHBZ,0.070333
5932,0623-GDISB,0.396159
5933,2892-GESUL,0.007403
5934,7472-EQOAV,0.011208
5935,2043-WVTQJ,0.362159
5936,8034-RYTVV,0.094870
5937,3863-QSTYI,0.087577
5938,5044-LRQAQ,0.686171
5939,1716-LSAMB,0.014671
5940,1333-PBMXB,0.014700
5941,6546-OPBBH,0.014868
5942,5985-BEHZK,0.161215
5943,9127-QRZMH,0.061045
5944,5919-VCZYM,0.235763
5945,9644-KVCNC,0.179411
5946,2137-DQMEV,0.041396
5947,8174-LNWMW,0.009123
5948,9279-CJEOJ,0.600571
5949,7964-VEXDG,0.227349
5950,2404-JIBFC,0.018873
5951,8029-XYPWT,0.071855
5952,4632-PAOYU,0.018364
5953,2990-OGYTD,0.040007
5954,6646-JPPHA,0.370885
5955,7658-UYUQS,0.478796
5956,7880-XSOJX,0.240768
5957,4589-IUAJB,0.004161
5958,8746-BFOAJ,0.038226
5959,8457-XIGKN,0.082369
5960,6072-NUQCB,0.018776
5961,8838-GPHZP,0.004754
5962,8750-QWZAJ,0.002876
5963,6918-UMQCG,0.654487
5964,0675-NCDYU,0.011012
5965,6339-DKLMK,0.394895
5966,1346-PJWTK,0.280220
5967,5088-QZLRL,0.264127
5968,8023-QHAIO,0.396592
5969,4397-FRLTA,0.167040
5970,3057-VJJQE,0.028758
5971,2302-OUZXB,0.039092
5972,8133-ANHHJ,0.108107
5973,2270-CHBFN,0.233332
